@RELATION LeagueofLegends

@ATTRIBUTE gamelength numeric
@ATTRIBUTE gold numeric
@ATTRIBUTE kills numeric
@ATTRIBUTE inhibitors numeric
@ATTRIBUTE towers numeric
@ATTRIBUTE dragons numeric
@ATTRIBUTE barons numeric
@ATTRIBUTE heralds numeric
@ATTRIBUTE class {'yes','no'}
@data
45,69474,4,0,3,1,0,0,no
33,61162,12,2,10,0,1,0,yes
33,46704,1,0,0,0,0,1,no
46,79758,11,0,6,0,2,0,no
46,85295,22,2,11,4,1,0,yes
30,52899,11,3,9,3,0,0,yes
30,43483,3,0,1,0,0,0,no
29,43920,7,0,1,1,0,0,no
29,54706,18,3,11,2,1,1,yes
28,50879,11,1,8,1,0,1,yes
28,38152,3,0,1,1,0,0,no
29,43866,9,0,2,0,0,0,no
29,52114,15,2,11,2,1,1,yes
32,47929,10,0,0,0,0,0,no
32,59721,18,2,10,3,1,0,yes
35,65419,16,2,9,3,1,1,yes
35,51740,10,0,0,1,0,0,no
26,35396,3,0,0,0,0,0,no
26,51648,17,1,9,2,1,1,yes
35,53455,7,0,2,0,0,1,no
35,65117,12,4,11,4,2,0,yes
28,40455,5,0,2,1,0,1,no
28,55839,14,3,11,1,1,0,yes
35,54341,3,0,4,1,0,1,no
35,61105,14,1,9,3,1,0,yes
43,72369,13,0,4,2,0,0,no
43,78016,8,4,10,3,2,1,yes
40,58844,3,0,2,1,0,0,no
40,72410,10,2,11,3,2,1,yes
39,62687,4,0,5,1,1,1,no
39,69843,9,3,11,3,1,0,yes
40,66850,9,0,3,1,1,0,no
40,73094,16,1,8,3,0,1,yes
49,83918,13,0,6,3,2,1,no
49,81957,17,1,8,0,0,0,yes
33,58568,19,2,10,1,1,1,yes
33,46938,6,0,0,1,0,0,no
40,60137,8,0,1,1,0,0,no
40,71841,18,2,10,1,2,0,yes
35,63175,13,3,11,3,1,0,yes
35,56020,4,0,2,1,0,1,no
27,48785,10,1,7,2,1,1,yes
27,38324,2,0,0,1,0,0,no
35,54683,3,0,3,0,1,1,no
35,63412,19,1,8,4,0,0,yes
50,74462,0,0,1,0,0,0,no
50,98398,12,5,11,4,3,0,yes
43,70657,8,0,4,0,0,1,no
43,74652,15,1,9,3,1,0,yes
39,66464,6,4,11,3,1,1,yes
39,63500,6,0,2,2,1,0,no
45,79983,24,1,8,3,2,1,no
45,80792,25,1,9,3,1,0,yes
29,51570,20,1,7,1,1,0,yes
29,41502,4,0,1,1,0,1,no
26,47961,17,2,10,0,1,1,yes
26,38591,6,0,2,2,0,0,no
51,84041,3,0,4,2,1,0,no
51,91298,13,1,7,3,2,1,yes
45,81565,23,2,9,4,1,1,yes
45,80112,13,0,5,1,1,0,no
35,70029,25,2,11,2,1,0,yes
35,56908,11,0,4,2,0,1,no
44,70106,10,1,7,2,0,1,no
44,81361,12,3,11,3,3,0,yes
34,64578,21,1,11,1,1,0,yes
34,54605,11,0,4,1,0,1,no
28,50374,15,2,10,1,1,1,yes
28,39387,3,0,1,1,0,0,no
32,45647,3,0,2,2,0,0,no
32,62209,18,2,11,0,1,0,yes
34,63573,20,1,8,1,0,0,yes
34,54626,5,0,3,1,2,0,no
51,93078,14,0,6,3,0,0,no
51,90770,15,1,8,0,2,0,yes
61,111751,23,1,9,3,2,0,yes
61,108412,17,0,6,2,2,0,no
72,130898,23,1,9,2,1,0,no
72,143883,22,9,11,4,5,1,yes
27,48089,15,1,8,2,0,1,yes
27,38538,7,0,2,0,0,0,no
31,47905,5,0,2,0,0,0,no
31,59700,12,2,9,3,1,0,yes
33,63424,16,4,11,2,1,0,yes
33,52360,6,0,3,2,0,1,no
28,44931,6,0,4,2,0,1,no
28,52397,11,2,11,1,1,0,yes
38,73600,16,1,9,4,2,1,yes
38,57662,6,0,1,0,0,0,no
26,49754,14,1,7,1,1,0,yes
26,37701,4,0,0,0,0,0,no
37,59458,4,0,2,1,0,0,no
37,67815,10,1,8,2,1,1,yes
22,45451,18,2,9,2,0,1,yes
22,30980,3,0,0,0,0,0,no
32,56622,11,1,7,2,1,0,yes
32,51182,1,0,4,1,0,1,no
32,64936,27,3,11,2,1,1,yes
32,53164,11,0,2,0,0,0,no
29,45260,7,0,3,1,1,0,no
29,50817,17,1,8,2,0,1,yes
42,73556,12,1,9,2,2,1,yes
42,69173,12,0,5,3,0,0,no
30,56802,18,2,10,2,1,1,yes
30,43222,2,0,1,0,0,0,no
34,50403,0,0,2,1,0,1,no
34,61729,8,2,9,2,1,0,yes
37,69390,16,2,9,3,1,0,yes
37,60187,9,0,2,1,0,1,no
24,44394,10,1,7,2,1,1,yes
24,33299,1,0,0,0,0,0,no
28,50376,13,1,8,0,0,0,yes
28,44761,5,0,1,3,1,0,no
35,65491,14,3,11,1,1,0,yes
35,50885,6,0,0,1,0,0,no
33,51072,2,0,1,1,0,1,no
33,64357,14,2,11,1,1,0,yes
25,37505,6,0,2,0,0,0,no
25,47097,15,1,7,3,1,1,yes
26,35428,3,0,0,0,0,1,no
26,49350,19,1,7,1,1,0,yes
30,52135,15,1,9,3,1,2,yes
30,41349,3,0,1,0,0,0,no
33,51806,5,0,3,0,0,0,no
33,59907,16,1,9,3,1,0,yes
33,51696,11,0,2,0,0,0,no
33,61562,25,1,8,3,0,1,yes
47,82375,14,3,9,1,2,0,yes
47,80740,14,0,5,4,0,0,no
27,52501,19,2,11,2,0,0,yes
27,39927,4,0,1,0,0,1,no
33,50280,6,0,1,0,0,0,no
33,57473,16,1,8,3,0,0,yes
22,50523,33,3,11,1,1,2,yes
22,29422,5,0,0,0,0,0,no
35,64484,14,2,11,3,1,0,yes
35,55223,5,0,3,0,0,0,no
31,59208,19,2,11,3,0,1,yes
31,43577,2,0,1,0,1,0,no
33,51360,13,0,1,1,0,0,no
33,59573,20,1,9,2,1,0,yes
40,68926,14,1,7,3,1,1,yes
40,67017,16,0,4,1,0,0,no
43,75875,23,2,10,1,1,0,yes
43,72676,17,0,6,3,1,0,no
30,55049,16,2,10,0,0,0,yes
30,44179,3,0,2,2,0,0,no
43,69252,9,1,6,1,0,0,no
43,69680,6,1,7,3,0,0,yes
30,60633,20,2,10,3,1,1,yes
30,44053,6,0,2,0,0,0,no
47,81708,20,1,8,1,0,0,yes
47,75858,12,1,7,4,1,0,no
32,63168,19,1,9,1,1,1,yes
32,46068,5,0,2,2,0,0,no
26,36645,1,0,2,0,0,1,no
26,46536,8,1,9,2,1,1,yes
42,67880,9,0,6,2,0,2,no
42,72466,8,3,10,3,1,0,yes
47,83224,20,1,9,3,1,0,yes
47,74659,14,0,4,2,0,0,no
39,63785,14,0,4,1,0,0,no
39,69576,15,1,9,3,1,0,yes
32,47466,4,0,2,1,0,0,no
32,57827,17,1,8,3,1,0,yes
39,66327,12,1,9,3,1,0,yes
39,62223,7,0,2,0,0,1,no
33,51594,7,0,2,0,0,0,no
33,59213,15,1,8,2,1,1,yes
39,64201,7,0,4,0,0,0,no
39,72548,24,3,11,4,1,0,yes
21,44761,25,1,7,1,0,2,yes
21,30159,7,0,1,0,0,0,no
57,101347,21,1,10,3,2,1,yes
57,98271,17,0,7,4,1,0,no
22,40344,18,1,9,0,0,2,yes
22,30188,5,0,2,2,0,0,no
33,53981,16,0,3,0,0,0,no
33,67044,27,2,10,2,1,0,yes
40,67139,15,1,8,5,1,0,yes
40,62127,5,0,3,0,0,0,no
30,50384,7,1,8,1,0,0,yes
30,44920,5,1,5,1,0,0,no
23,32467,5,0,1,0,0,0,no
23,45187,16,2,9,1,1,1,yes
40,61634,6,0,2,1,0,0,no
40,70921,20,1,9,3,1,1,yes
29,50215,19,1,8,2,1,0,yes
29,45574,13,0,2,1,0,1,no
42,66196,11,0,5,3,0,1,no
42,71143,17,1,8,2,1,1,yes
35,64813,16,1,8,3,1,1,yes
35,50402,4,0,2,0,0,0,no
48,78164,16,0,5,2,1,0,no
48,83390,21,3,11,5,1,0,yes
39,70464,17,1,8,2,1,0,yes
39,62477,9,0,3,2,0,1,no
33,51607,16,0,4,1,0,0,no
33,62507,25,1,8,2,1,1,yes
37,65498,15,1,9,1,2,0,yes
37,53698,4,0,2,3,0,1,no
37,55302,8,0,4,4,0,0,no
37,63642,18,2,10,1,2,0,yes
33,48908,4,0,1,1,0,0,no
33,64788,17,1,9,3,1,2,yes
46,79426,20,0,7,3,1,0,no
46,82176,22,2,10,3,1,2,yes
39,71122,25,2,10,1,1,2,yes
39,60830,14,0,4,3,0,0,no
33,51990,4,0,3,0,0,0,no
33,62040,18,2,11,2,1,0,yes
42,67056,16,1,8,1,0,2,yes
42,69218,18,1,6,4,0,1,no
37,75730,30,3,11,2,2,0,yes
37,57539,15,0,3,1,0,0,no
40,70476,19,3,11,2,0,0,yes
40,62350,11,0,3,2,1,0,no
30,57372,22,1,9,3,1,2,yes
30,44948,6,0,2,0,0,0,no
24,34114,4,0,0,0,0,0,no
24,45468,16,2,9,2,0,2,yes
31,45290,1,0,1,1,0,0,no
31,55596,17,1,9,2,0,0,yes
24,46678,24,2,10,1,1,2,yes
24,31467,5,0,0,1,0,0,no
47,80235,24,1,7,3,0,0,no
47,86213,20,2,10,2,1,0,yes
42,69675,12,0,4,1,1,0,no
42,77212,17,1,9,4,1,0,yes
27,36180,3,0,2,0,0,0,no
27,50041,18,1,9,2,0,2,yes
33,49252,7,0,1,0,0,0,no
33,63354,28,2,9,2,0,1,yes
40,72327,15,2,9,4,0,1,yes
40,63804,9,0,3,1,0,0,no
38,55800,5,0,2,1,0,0,no
38,66137,11,1,9,2,0,1,yes
34,63522,15,3,11,2,1,1,yes
34,56235,15,0,3,1,0,1,no
36,67560,24,2,10,1,1,0,yes
36,50674,7,0,2,3,0,2,no
24,50203,13,1,11,3,0,2,yes
24,31169,2,0,1,0,0,0,no
37,55317,4,0,1,1,0,2,no
37,66910,16,3,11,3,1,0,yes
32,43022,2,0,1,0,0,0,no
32,56581,13,2,11,3,1,1,yes
34,65574,25,2,11,1,1,2,yes
34,53537,13,0,3,2,0,0,no
31,42710,4,0,2,0,0,0,no
31,54336,21,1,8,4,0,3,yes
32,54826,11,1,10,3,0,0,yes
32,45714,4,0,2,1,0,1,no
37,61042,18,1,9,2,0,2,yes
37,58031,11,0,4,2,1,0,no
42,68050,10,0,3,0,0,0,no
42,73678,12,2,9,3,0,0,yes
33,61890,19,1,8,2,1,1,yes
33,49617,10,0,2,2,0,1,no
45,77699,24,2,10,4,1,1,yes
45,71096,11,0,4,2,0,2,no
41,74699,18,1,10,3,1,1,yes
41,68700,21,0,6,1,0,0,no
34,52249,7,0,4,1,0,2,no
34,60163,14,1,9,3,1,0,yes
30,55064,15,1,9,4,0,1,yes
30,45640,10,0,3,0,0,0,no
27,53850,15,2,9,0,1,1,yes
27,41199,7,0,1,2,0,0,no
29,40982,3,0,2,0,0,0,no
29,52992,22,1,9,4,0,0,yes
37,69516,10,2,9,1,2,0,yes
37,56813,6,0,3,1,0,1,no
27,40398,9,0,3,0,0,0,no
27,50757,22,2,9,3,0,1,yes
39,59104,12,0,2,1,0,0,no
39,73559,21,3,11,4,2,1,yes
36,54222,6,0,2,1,0,0,no
36,67538,19,1,9,3,1,0,yes
42,73021,15,4,11,1,1,0,yes
42,63333,9,0,2,2,0,0,no
34,61915,14,2,10,1,1,1,yes
34,52868,8,0,2,3,0,0,no
37,69827,17,2,10,2,1,1,yes
37,50424,3,0,1,1,0,0,no
40,74163,23,4,11,5,1,0,yes
40,63043,9,0,3,0,1,1,no
25,43567,12,1,7,0,0,1,yes
25,35714,6,0,3,3,0,0,no
38,71946,12,5,11,2,2,1,yes
38,58721,8,0,2,1,0,0,no
43,67830,6,0,5,0,0,0,no
43,78968,12,2,11,5,1,1,yes
45,76270,14,1,8,2,0,1,no
45,79051,13,3,11,4,2,0,yes
33,65683,25,4,11,1,1,0,yes
33,48884,9,0,1,2,0,0,no
37,67717,11,1,9,3,1,1,yes
37,57513,13,0,3,2,0,0,no
46,76093,13,0,5,4,1,0,no
46,85323,21,1,10,2,1,1,yes
34,59976,9,2,8,3,1,1,yes
34,48027,4,0,2,1,0,0,no
34,63242,23,1,9,4,2,0,yes
34,51087,7,0,2,0,0,1,no
39,57700,7,0,2,0,0,0,no
39,72232,18,1,8,3,2,1,yes
33,46084,6,0,0,0,0,0,no
33,65650,17,3,11,3,1,1,yes
42,70128,14,1,8,0,1,0,no
42,80564,29,1,8,5,1,0,yes
49,83384,16,2,10,4,2,0,yes
49,81790,11,0,5,2,1,1,no
45,81452,11,1,8,2,1,0,yes
45,72462,5,0,4,3,0,1,no
47,75864,17,0,6,1,0,0,no
47,82385,17,3,11,3,1,0,yes
53,89393,18,0,6,2,1,0,no
53,93483,23,1,11,3,2,0,yes
40,76038,12,4,11,4,2,1,yes
40,60488,2,0,2,0,0,0,no
51,89053,18,4,10,1,1,0,yes
51,84903,14,0,5,5,1,0,no
36,70061,25,4,11,5,2,1,yes
36,55233,10,0,2,0,0,0,no
29,41589,3,0,2,0,0,0,no
29,56054,19,3,10,2,1,1,yes
39,72799,18,2,10,4,1,0,yes
39,56538,5,0,0,0,0,0,no
31,44806,10,0,2,0,0,0,no
31,58123,19,2,9,3,1,1,yes
49,81810,12,1,6,1,0,1,no
49,92656,23,3,11,5,2,0,yes
35,53139,4,0,3,1,0,0,no
35,62336,11,3,11,2,2,0,yes
27,37572,6,0,1,0,0,0,no
27,52748,17,3,11,2,1,1,yes
44,65730,10,0,5,1,0,1,no
44,78524,23,1,8,4,3,0,yes
37,54931,5,0,2,0,0,1,no
37,68452,17,2,10,5,2,0,yes
33,58301,6,3,11,5,1,1,yes
33,47260,4,0,2,0,0,0,no
53,80253,13,0,6,1,0,0,no
53,91759,11,3,11,5,3,0,yes
60,102248,26,0,6,2,0,1,no
60,109799,21,5,11,5,5,0,yes
34,51631,11,0,3,0,0,0,no
34,63894,16,2,10,2,1,0,yes
28,53176,11,1,9,2,1,1,yes
28,40795,3,0,1,1,0,0,no
29,41327,3,0,3,0,0,0,no
29,56517,15,1,10,4,1,0,yes
37,54695,4,0,4,2,0,0,no
37,63642,12,3,11,3,1,1,yes
33,58698,14,2,9,3,1,1,yes
33,47819,6,0,1,0,0,0,no
34,51005,7,0,2,0,0,0,no
34,66698,20,3,11,3,2,0,yes
44,78259,18,1,8,3,1,0,yes
44,68195,7,1,5,1,0,0,no
30,58523,24,3,11,2,1,0,yes
30,42018,6,0,0,1,0,0,no
33,51073,11,0,2,2,1,0,no
33,58700,17,1,8,2,0,1,yes
34,52783,6,0,3,0,1,0,no
34,61713,17,1,9,4,0,1,yes
46,77173,14,1,8,1,0,0,yes
46,78226,16,0,6,3,1,1,no
30,52437,17,1,9,2,1,0,yes
30,43088,2,0,3,2,0,1,no
34,52139,3,0,2,2,0,0,no
34,63644,16,2,11,1,1,1,yes
37,67239,20,1,9,3,0,0,yes
37,57194,9,0,3,0,0,0,no
32,47421,6,0,2,0,0,0,no
32,63586,21,2,11,3,1,1,yes
39,66092,12,0,5,0,0,0,no
39,72162,11,1,8,4,2,0,yes
27,48646,20,1,6,2,1,0,yes
27,42501,10,0,2,1,0,1,no
44,75804,12,1,9,3,1,0,yes
44,68619,5,0,3,2,0,1,no
34,54177,13,0,3,0,0,0,no
34,59712,16,1,8,3,0,1,yes
35,62509,16,3,11,4,0,1,yes
35,56473,16,0,2,0,1,0,no
35,65881,17,3,11,4,1,0,yes
35,52403,8,0,3,0,0,1,no
26,49054,18,1,8,2,1,0,yes
26,36923,4,0,0,0,0,0,no
39,62058,6,0,4,0,0,0,no
39,74131,20,1,10,3,1,0,yes
31,49666,9,0,4,1,0,1,no
31,54315,10,1,7,2,1,0,yes
28,51957,17,3,11,2,1,1,yes
28,41309,7,0,2,1,0,0,no
33,59709,13,1,8,2,1,1,yes
33,51138,7,0,3,1,0,0,no
35,67322,24,3,11,1,1,0,yes
35,55386,17,0,2,2,0,0,no
40,64226,8,0,3,0,0,0,no
40,77562,26,3,11,5,1,0,yes
20,38445,15,3,11,1,0,0,yes
20,24082,0,0,0,0,0,0,no
53,94636,17,3,11,3,2,0,yes
53,91421,22,0,6,2,2,1,no
39,63990,11,0,4,1,0,0,no
39,72883,16,1,10,4,1,0,yes
39,74038,21,2,10,3,2,0,yes
39,61261,12,0,1,1,0,0,no
42,70497,24,0,1,2,0,0,no
42,78897,31,1,9,2,2,0,yes
43,62060,7,0,1,0,0,0,no
43,79836,21,1,10,4,1,0,yes
29,41470,3,0,0,0,0,0,no
29,58190,22,2,11,3,1,1,yes
27,53002,10,3,11,2,0,1,yes
27,36048,2,0,0,1,0,0,no
43,79635,14,2,10,2,1,0,yes
43,68602,9,0,1,3,0,0,no
28,52443,9,3,11,1,1,0,yes
28,40415,4,0,1,1,0,0,no
38,59223,5,0,2,2,0,0,no
38,70356,11,2,10,2,2,0,yes
42,70236,14,1,9,1,2,0,yes
42,68611,13,0,4,4,0,1,no
54,86488,9,0,3,3,1,0,no
54,96961,18,5,11,3,2,0,yes
27,37345,1,0,0,0,0,0,no
27,52041,9,1,9,3,1,0,yes
28,53028,16,1,11,1,1,1,yes
28,39818,8,0,1,2,0,0,no
49,84652,13,1,8,1,1,1,no
49,88494,16,1,9,3,2,0,yes
49,90970,17,2,11,3,2,0,yes
49,81723,13,0,3,2,1,0,no
47,84773,28,1,8,5,0,1,yes
47,89036,33,1,7,0,3,0,no
41,73048,13,3,11,2,1,1,yes
41,63295,9,0,0,3,0,0,no
56,100126,16,2,10,1,2,0,yes
56,93106,4,3,8,5,2,0,no
42,72895,10,2,9,1,2,0,yes
42,62463,9,0,1,1,0,0,no
33,62524,14,2,9,2,1,1,yes
33,52955,15,0,0,1,0,0,no
31,46769,6,0,1,1,0,0,no
31,60032,17,3,11,3,1,0,yes
36,56503,7,0,2,1,0,0,no
36,70179,18,3,11,3,1,0,yes
44,65355,8,0,1,0,0,0,no
44,82842,16,2,11,5,2,0,yes
43,75370,7,1,10,3,1,0,yes
43,68151,4,0,3,2,0,0,no
29,41101,3,0,1,1,0,0,no
29,56431,15,2,10,2,1,1,yes
39,76473,28,2,10,2,1,0,yes
39,57569,5,0,1,3,1,0,no
24,50112,22,3,11,2,0,1,yes
24,32794,4,0,0,0,0,0,no
57,99106,10,5,10,3,2,0,no
57,105209,13,3,10,3,1,0,yes
38,66845,17,2,10,4,1,0,yes
38,54457,3,0,2,0,0,0,no
57,104868,32,2,10,5,2,0,yes
57,101863,22,0,7,1,2,0,no
37,66172,13,2,10,2,0,1,yes
37,58664,11,0,2,3,1,0,no
32,47175,4,0,1,0,0,0,no
32,62131,14,1,11,3,2,0,yes
53,95780,19,4,9,2,0,0,yes
53,95343,14,2,9,4,3,0,no
28,52958,20,2,10,2,0,1,yes
28,39741,6,0,0,0,0,0,no
52,92004,19,1,7,4,0,0,no
52,101418,17,6,11,2,4,0,yes
28,54517,17,3,11,3,1,0,yes
28,41146,3,0,0,0,0,0,no
29,57099,19,3,11,1,1,0,yes
29,48843,15,0,3,1,0,1,no
23,45040,18,1,9,1,1,0,yes
23,30830,5,0,0,0,0,0,no
28,52130,10,2,9,2,1,0,yes
28,38332,1,0,0,0,0,0,no
39,59306,5,0,3,0,0,0,no
39,69696,21,2,10,1,1,0,yes
37,71497,22,3,11,2,1,0,yes
37,61943,10,0,4,2,0,1,no
39,56990,3,0,0,1,0,0,no
39,69454,15,3,11,3,1,1,yes
47,82796,25,1,8,4,2,0,yes
47,78041,12,1,6,2,1,0,no
30,44520,5,0,2,0,0,0,no
30,53838,17,2,10,3,1,0,yes
32,48326,8,0,1,0,0,0,no
32,59131,12,2,11,3,1,0,yes
50,87724,20,4,10,4,1,0,yes
50,87388,21,1,6,1,2,0,no
33,62871,15,3,11,1,1,1,yes
33,47861,5,0,1,0,0,0,no
41,72134,15,1,8,1,1,0,yes
41,63327,8,0,3,2,0,0,no
35,66447,24,2,10,1,1,1,yes
35,53869,7,0,1,1,0,0,no
49,85215,21,1,9,0,0,0,yes
49,89658,23,1,8,5,2,0,no
43,80380,19,2,10,5,1,1,yes
43,68928,6,0,4,0,1,0,no
44,71917,15,1,5,0,0,0,no
44,78620,24,2,9,4,2,0,yes
34,51977,8,0,1,0,0,0,no
34,69615,25,2,11,4,1,0,yes
36,57579,14,0,3,2,0,0,no
36,65952,15,4,11,2,2,0,yes
29,46465,9,0,2,2,0,0,no
29,55546,18,2,10,1,1,1,yes
24,34769,3,0,3,0,0,0,no
24,49269,16,2,11,2,1,1,yes
34,52363,5,0,2,0,0,0,no
34,62434,18,2,10,4,1,0,yes
39,61294,11,0,2,1,0,0,no
39,74097,18,2,10,4,2,0,yes
38,57360,7,0,2,0,0,0,no
38,66863,18,1,11,4,1,0,yes
37,60057,9,0,4,1,1,0,no
37,64176,20,1,7,3,0,0,yes
28,55914,19,2,11,2,1,0,yes
28,38510,3,0,0,1,0,1,no
30,57964,13,3,11,2,1,0,yes
30,45849,6,0,1,0,0,0,no
33,53091,15,0,3,0,0,0,no
33,62719,27,1,10,3,1,0,yes
42,72391,21,0,5,2,1,0,no
42,72772,20,1,7,1,0,0,yes
44,78426,18,2,10,1,1,0,yes
44,71345,8,0,4,4,1,0,no
35,65735,25,3,11,3,2,0,yes
35,51553,7,0,3,0,0,1,no
31,56375,12,2,10,3,1,1,yes
31,46101,3,0,2,1,0,0,no
39,65594,14,0,3,1,0,0,no
39,72477,19,2,10,4,2,1,yes
29,56530,24,1,9,2,1,1,yes
29,43619,5,0,2,2,0,0,no
32,53593,10,0,4,1,0,1,no
32,58974,22,1,7,2,1,0,yes
36,64491,14,2,9,3,1,1,yes
36,54681,5,0,1,1,0,0,no
33,63988,19,1,10,2,2,1,yes
33,48256,5,0,2,2,0,0,no
27,38824,1,0,2,0,0,1,no
27,48910,12,1,7,3,1,0,yes
37,58069,8,0,3,1,0,1,no
37,70532,20,1,10,3,2,0,yes
37,62491,15,1,8,2,1,1,yes
37,57059,5,0,3,3,0,0,no
39,58632,7,0,4,1,0,1,no
39,72467,17,1,9,4,2,0,yes
35,62585,15,1,8,2,1,1,yes
35,51366,5,0,1,1,0,0,no
23,30355,3,0,0,0,0,0,no
23,43401,15,1,10,3,1,1,yes
37,68688,23,2,9,1,1,0,yes
37,62464,15,0,5,2,0,1,no
33,48077,5,0,2,3,0,0,no
33,62483,13,2,11,1,1,1,yes
33,64361,22,2,10,2,1,1,yes
33,48847,4,0,1,1,0,0,no
40,71872,17,2,10,5,1,1,yes
40,63096,11,0,4,0,0,0,no
39,61289,8,0,3,1,0,0,no
39,74520,22,2,10,2,1,0,yes
28,41511,8,0,2,1,0,0,no
28,56534,21,3,11,2,1,1,yes
29,54493,18,1,9,1,0,1,yes
29,43143,6,0,2,1,0,0,no
63,111507,23,1,7,2,1,1,no
63,112887,25,6,11,2,3,0,yes
35,64882,20,2,10,3,1,0,yes
35,55731,13,0,2,0,0,1,no
31,58722,24,3,11,2,1,1,yes
31,46060,3,0,3,1,0,0,no
31,47191,7,0,1,1,0,1,no
31,59455,24,2,9,2,1,0,yes
55,101647,31,3,8,2,3,0,yes
55,105537,26,3,10,4,1,0,no
48,88668,22,1,8,4,3,1,no
48,82487,16,2,10,2,0,0,yes
27,50297,14,1,9,2,1,1,yes
27,40578,5,0,3,0,0,0,no
52,82980,12,0,6,3,0,1,no
52,87662,17,1,8,2,1,0,yes
23,44257,10,2,10,1,1,1,yes
23,32232,3,0,0,0,0,0,no
40,59328,4,0,3,1,0,0,no
40,73730,18,3,11,3,2,1,yes
33,55437,11,1,6,2,1,1,no
33,58092,20,1,8,2,1,0,yes
48,85919,14,3,8,3,1,0,no
48,84869,23,4,9,2,2,1,yes
24,47695,14,2,10,3,1,1,yes
24,33960,5,0,0,0,0,0,no
34,51180,6,0,3,1,0,1,no
34,64696,27,2,11,3,2,0,yes
37,68057,17,2,10,2,1,0,yes
37,57239,9,0,3,2,0,1,no
37,67391,13,2,11,4,1,1,yes
37,53019,4,0,1,0,0,0,no
32,48563,6,0,4,3,0,1,no
32,58083,18,1,9,1,1,0,yes
31,58803,13,3,11,1,1,1,yes
31,45487,2,0,2,1,0,0,no
31,49709,12,0,2,0,0,0,no
31,61634,22,2,10,3,1,0,yes
38,68820,25,1,9,3,0,0,yes
38,60599,8,0,5,1,1,1,no
32,60630,16,1,11,4,1,1,yes
32,44470,2,0,1,0,0,0,no
42,75117,16,2,9,0,2,0,yes
42,68476,12,0,4,5,0,0,no
52,81709,17,0,2,3,0,0,no
52,91908,11,4,11,3,3,0,yes
37,55529,5,0,2,0,0,1,no
37,71625,15,3,11,3,2,0,yes
37,69533,27,2,9,1,1,1,yes
37,62161,13,0,3,2,1,0,no
34,63089,22,2,9,2,1,0,yes
34,53976,12,0,2,2,1,1,no
33,61829,16,2,10,2,1,1,yes
33,55340,13,0,4,1,0,0,no
31,49724,9,0,4,2,0,1,no
31,57666,17,1,7,0,1,0,yes
31,54571,13,2,10,1,1,0,yes
31,46552,6,0,2,0,0,1,no
40,68081,16,1,6,3,1,0,yes
40,68517,11,1,7,2,1,1,no
24,46643,16,1,9,2,1,1,yes
24,32234,3,0,0,0,0,0,no
47,85493,14,1,6,1,1,0,no
47,82959,15,2,10,5,1,1,yes
33,48587,5,0,2,2,0,1,no
33,61547,15,2,10,1,1,0,yes
34,62868,14,2,9,2,1,1,yes
34,51566,7,0,2,0,0,0,no
28,51566,11,1,9,2,1,1,yes
28,39640,2,0,1,1,0,0,no
27,52100,20,1,9,1,1,0,yes
27,39562,8,0,0,1,0,0,no
37,69254,26,2,9,2,1,0,yes
37,63408,16,0,3,1,0,1,no
20,40728,16,2,11,2,0,1,yes
20,27885,6,0,1,0,0,0,no
33,47157,4,0,0,1,0,0,no
33,63057,23,1,9,1,1,1,yes
37,62222,9,0,5,2,1,1,no
37,63229,13,1,8,1,0,0,yes
39,70082,16,1,9,3,1,1,yes
39,62755,12,0,4,1,0,0,no
39,59893,4,0,2,1,0,1,no
39,74856,23,2,10,3,1,0,yes
29,54899,20,3,11,3,1,0,yes
29,42019,3,0,1,0,0,1,no
61,107092,25,1,9,3,1,0,yes
61,105905,21,1,6,3,2,1,no
27,48087,9,1,8,1,1,0,yes
27,41690,5,0,3,1,0,1,no
32,56020,16,1,10,2,1,1,yes
32,49413,3,0,3,1,0,0,no
45,79653,16,0,5,1,1,1,no
45,79260,17,1,7,4,2,0,yes
29,55220,18,2,10,2,1,0,yes
29,40950,2,0,1,1,0,1,no
38,69820,21,2,10,2,2,1,yes
38,62328,12,0,2,2,0,0,no
37,70955,16,3,11,0,2,0,yes
37,61707,16,0,3,3,0,0,no
34,54071,12,0,5,1,1,0,no
34,64007,20,2,9,3,1,1,yes
62,104349,7,2,8,3,3,1,no
62,103668,13,1,9,3,1,0,yes
31,46362,6,0,1,0,0,0,no
31,57402,15,3,11,2,1,1,yes
44,63698,11,0,4,2,0,0,no
44,75581,20,2,9,3,2,0,yes
24,42963,15,0,6,2,1,0,yes
24,30171,1,0,1,0,0,0,no
41,56009,8,0,2,0,0,0,no
41,75759,19,3,10,5,1,0,yes
57,85263,10,0,7,4,0,0,no
57,94714,15,3,10,3,3,0,yes
23,50083,34,2,10,1,0,0,yes
23,29735,12,0,0,0,0,0,no
31,55238,25,1,8,2,1,0,yes
31,42851,5,0,3,1,0,0,no
44,64575,17,2,9,1,1,0,yes
44,67529,15,0,5,4,2,0,no
34,62657,17,2,10,4,1,0,yes
34,44222,2,0,3,0,0,0,no
34,63805,26,1,8,2,1,0,yes
34,48808,12,0,4,2,0,0,no
24,26009,0,0,0,0,0,0,no
24,41906,15,0,6,3,0,0,yes
41,67568,14,3,10,4,1,0,yes
41,52100,4,0,2,0,0,0,no
37,69584,28,1,8,4,1,0,yes
37,47804,10,0,2,0,0,0,no
22,39266,20,1,5,1,0,0,yes
22,23909,2,0,0,1,0,0,no
